Código,Distrito,Sí tiene conexión a internet,No tiene conexión a internet
211305,"Puno, Yunguyo, distrito: Ollaraya",1,   1 511
211306,"Puno, Yunguyo, distrito: Tinicachi",2,327
211307,"Puno, Yunguyo, distrito: Unicachi",1,571
220101,"San Martín, Moyobamba, distrito: Moyobamba",   4 298,   16 720
220102,"San Martín, Moyobamba, distrito: Calzada",260,   1 020
220103,"San Martín, Moyobamba, distrito: Habana",25,484
220104,"San Martín, Moyobamba, distrito: Jepelacio",84,   4 110
220105,"San Martín, Moyobamba, distrito: Soritor",397,   5 595
220106,"San Martín, Moyobamba, distrito: Yantalo",112,688
220201,"San Martín, Bellavista, distrito: Bellavista",   1 006,   3 696
220202,"San Martín, Bellavista, distrito: Alto Biavo",9,   1 930
220203,"San Martín, Bellavista, distrito: Bajo Biavo",37,   3 420
220204,"San Martín, Bellavista, distrito: Huallaga",3,720
220205,"San Martín, Bellavista, distrito: San Pablo",52,   2 408
220206,"San Martín, Bellavista, distrito: San Rafael",244,   1 364
220301,"San Martín, El Dorado, distrito: San José de Sisa",334,   3 323
220302,"San Martín, El Dorado, distrito: Agua Blanca",15,717
220303,"San Martín, El Dorado, distrito: San Martín",92,   2 441
220304,"San Martín, El Dorado, distrito: Santa Rosa",4,   1 677
220305,"San Martín, El Dorado, distrito: Shatoja",6,796
220401,"San Martín, Huallaga, distrito: Saposoa",158,   3 791
220402,"San Martín, Huallaga, distrito: Alto Saposoa",1,   1 288
220403,"San Martín, Huallaga, distrito: El Eslabón",36,626
220404,"San Martín, Huallaga, distrito: Piscoyacu",22,   1 164
220405,"San Martín, Huallaga, distrito: Sacanche",16,718
220406,"San Martín, Huallaga, distrito: Tingo de Saposoa",25,234
220501,"San Martín, Lamas, distrito: Lamas",755,   3 348
220502,"San Martín, Lamas, distrito: Alonso de Alvarado",34,   3 583
220503,"San Martín, Lamas, distrito: Barranquita",13,   1 658
220504,"San Martín, Lamas, distrito: Caynarachi",103,   2 359
220505,"San Martín, Lamas, distrito: Cuñumbuqui",39,992
220506,"San Martín, Lamas, distrito: Pinto Recodo",87,   2 006
220507,"San Martín, Lamas, distrito: Rumisapa",196,800
220508,"San Martín, Lamas, distrito: San Roque de Cumbaza",2,433
220509,"San Martín, Lamas, distrito: Shanao",18,510
220510,"San Martín, Lamas, distrito: Tabalosos",67,   3 663
220511,"San Martín, Lamas, distrito: Zapatero",19,   1 387
220601,"San Martín, Mariscal Cáceres, distrito: Juanjuí",   2 061,   6 384
220602,"San Martín, Mariscal Cáceres, distrito: Campanilla",75,   3 254
220603,"San Martín, Mariscal Cáceres, distrito: Huicungo",66,   2 171
220604,"San Martín, Mariscal Cáceres, distrito: Pachiza",41,   1 538
220605,"San Martín, Mariscal Cáceres, distrito: Pajarillo",118,   1 357
220701,"San Martín, Picota, distrito: Picota",339,   2 251
220702,"San Martín, Picota, distrito: Buenos Aires",39,797
220703,"San Martín, Picota, distrito: Caspisapa",35,534
220704,"San Martín, Picota, distrito: Pilluana",1,276
220705,"San Martín, Picota, distrito: Pucacaca",16,861
220706,"San Martín, Picota, distrito: San Cristóbal",26,316
220707,"San Martín, Picota, distrito: San Hilarión",75,   1 000
220708,"San Martín, Picota, distrito: Shamboyacu",19,   2 136
220709,"San Martín, Picota, distrito: Tingo de Ponasa",8,   1 094
220710,"San Martín, Picota, distrito: Tres Unidos",11,   1 111
220801,"San Martín, Rioja, distrito: Rioja",   1 906,   5 603
220802,"San Martín, Rioja, distrito: Awajun",140,   1 796
220803,"San Martín, Rioja, distrito: Elías Soplin Vargas",187,   3 942
220804,"San Martín, Rioja, distrito: Nueva Cajamarca",933,   11 415
220805,"San Martín, Rioja, distrito: Pardo Miguel",85,   4 714
220806,"San Martín, Rioja, distrito: Posic",8,544
220807,"San Martín, Rioja, distrito: San Fernando",17,938
220808,"San Martín, Rioja, distrito: Yorongos",9,732
220809,"San Martín, Rioja, distrito: Yuracyacu",62,   1 063
220901,"San Martín, San Martín, distrito: Tarapoto",   8 772,   12 789
220902,"San Martín, San Martín, distrito: Alberto Leveau",1,243
220903,"San Martín, San Martín, distrito: Cacatachi",64,930
220904,"San Martín, San Martín, distrito: Chazuta",47,   2 189
220905,"San Martín, San Martín, distrito: Chipurana",0,533
220906,"San Martín, San Martín, distrito: El Porvenir",5,635
220907,"San Martín, San Martín, distrito: Huimbayoc",7,   1 232
220908,"San Martín, San Martín, distrito: Juan Guerra",76,   1 020
220909,"San Martín, San Martín, distrito: La Banda de Shilcayo",   2 814,   8 750
220910,"San Martín, San Martín, distrito: Morales",   3 844,   5 936
220911,"San Martín, San Martín, distrito: Papaplaya",1,554
220912,"San Martín, San Martín, distrito: San Antonio",12,487
220913,"San Martín, San Martín, distrito: Sauce",203,   1 582
220914,"San Martín, San Martín, distrito: Shapaja",3,567
221001,"San Martín, Tocache, distrito: Tocache",967,   6 284
221002,"San Martín, Tocache, distrito: Nuevo Progreso",105,   3 173
221003,"San Martín, Tocache, distrito: Polvora",53,   2 798
221004,"San Martín, Tocache, distrito: Shunte",1,352
221005,"San Martín, Tocache, distrito: Uchiza",466,   4 827
230101,"Tacna, Tacna, distrito: Tacna",   13 426,   14 530
230102,"Tacna, Tacna, distrito: Alto de la Alianza",   2 411,   6 273
230103,"Tacna, Tacna, distrito: Calana",222,854
230104,"Tacna, Tacna, distrito: Ciudad Nueva",   2 460,   7 313
230105,"Tacna, Tacna, distrito: Inclan",15,   1 106
230106,"Tacna, Tacna, distrito: Pachia",68,742
230107,"Tacna, Tacna, distrito: Palca",0,432
230108,"Tacna, Tacna, distrito: Pocollay",   1 924,   3 527
230109,"Tacna, Tacna, distrito: Sama",86,   1 565
230110,"Tacna, Tacna, distrito: Coronel Gregorio Albarracin Lanchipa",   9 035,   27 945
230111,"Tacna, Tacna, distrito: La Yarada los Palos",245,   2 090
230201,"Tacna, Candarave, distrito: Candarave",40,939
230202,"Tacna, Candarave, distrito: Cairani",4,398
230203,"Tacna, Candarave, distrito: Camilaca",1,550
230204,"Tacna, Candarave, distrito: Curibaya",0,118
230205,"Tacna, Candarave, distrito: Huanuara",0,239
230206,"Tacna, Candarave, distrito: Quilahuani",1,286
230301,"Tacna, Jorge Basadre, distrito: Locumba",55,827
230302,"Tacna, Jorge Basadre, distrito: Ilabaya",393,   1 149
230303,"Tacna, Jorge Basadre, distrito: Ite",135,609
230401,"Tacna, Tarata, distrito: Tarata",28,   1 128
230402,"Tacna, Tarata, distrito: Héroes Albarracín",0,184
230403,"Tacna, Tarata, distrito: Estique",1,120
230404,"Tacna, Tarata, distrito: Estique-Pampa",0,81
230405,"Tacna, Tarata, distrito: Sitajara",15,174
230406,"Tacna, Tarata, distrito: Susapaya",3,260
230407,"Tacna, Tarata, distrito: Tarucachi",1,163
230408,"Tacna, Tarata, distrito: Ticaco",8,299
240101,"Tumbes, Tumbes, distrito: Tumbes",   7 835,   19 926
240102,"Tumbes, Tumbes, distrito: Corrales",925,   5 639
240103,"Tumbes, Tumbes, distrito: La Cruz",615,   2 065
240104,"Tumbes, Tumbes, distrito: Pampas de Hospital",254,   1 708
240105,"Tumbes, Tumbes, distrito: San Jacinto",293,   2 237
240106,"Tumbes, Tumbes, distrito: San Juan de la Virgen",136,   1 250
240201,"Tumbes, Contralmirante Villar, distrito: Zorritos",545,   2 857
240202,"Tumbes, Contralmirante Villar, distrito: Casitas",78,673
240203,"Tumbes, Contralmirante Villar, distrito: Canoas de Punta Sal",307,   1 330
240301,"Tumbes, Zarumilla, distrito: Zarumilla",   1 234,   4 955
240302,"Tumbes, Zarumilla, distrito: Aguas Verdes",713,   4 321
240303,"Tumbes, Zarumilla, distrito: Matapalo",114,796
240304,"Tumbes, Zarumilla, distrito: Papayal",220,   1 572
250101,"Ucayali, Coronel Portillo, distrito: Calleria",   9 491,   27 912
250102,"Ucayali, Coronel Portillo, distrito: Campoverde",613,   3 800
250103,"Ucayali, Coronel Portillo, distrito: Iparia",3,   2 331
250104,"Ucayali, Coronel Portillo, distrito: Masisea",6,   2 621
250105,"Ucayali, Coronel Portillo, distrito: Yarinacocha",   5 237,   20 393
250106,"Ucayali, Coronel Portillo, distrito: Nueva Requena",13,   1 284
250107,"Ucayali, Coronel Portillo, distrito: Manantay",   2 602,   17 297
250201,"Ucayali, Atalaya, distrito: Raymondi",372,   7 681
250202,"Ucayali, Atalaya, distrito: Sepahua",12,   1 712
250203,"Ucayali, Atalaya, distrito: Tahuania",18,   2 030
250204,"Ucayali, Atalaya, distrito: Yurua",0,489
250301,"Ucayali, Padre Abad, distrito: Padre Abad",604,   7 380
250302,"Ucayali, Padre Abad, distrito: Irazola",70,   2 493
250303,"Ucayali, Padre Abad, distrito: Curimana",22,   1 862
250304,"Ucayali, Padre Abad, distrito: Neshuya",61,   1 864
250305,"Ucayali, Padre Abad, distrito: Alexander Von Humboldt",30,   1 265
250401,"Ucayali, Purús, distrito: Purús",3,685
